       28         28          1          2          0          0          0
       29         29          1          2          0          0          0
       30         30          1          2          0          0          0
       28         28          1          3          0          0          0
       29         29          1          3          0          0          0
       30         30          1          3          0          0          0
       28         28          1          4          0          0          0
       29         29          1          4          0          0          0
       30         30          1          4          0          0          0
       28         28          1          5          0          0          0
       29         29          1          5          0          0          0
       30         30          1          5          0          0          0
       28         28          1          6          0          0          0
       29         29          1          6          0          0          0
       28         28          1          8          0          0          0
       29         29          1          8          0          0          0
       30         30          1          8          0          0          0
       28         28          1          9          0          0          0
       29         29          1          9          0          0          0
       28         28          1         10          0          0          0
       29         29          1         10          0          0          0
       30         30          1         10          0          0          0
       28         28          1         11          0          0          0
       29         29          1         11          0          0          0
       30         30          1         11          0          0          0
       28         28          1         12          0          0          0
       29         29          1         12          0          0          0
       30         30          1         12          0          0          0
       28         28          1         13          0          0          0
       29         29          1         13          0          0          0
       30         30          1         13          0          0          0
       28         28          1         14          0          0          0
       29         29          1         14          0          0          0
       30         30          1         14          0          0          0
       28         28          1         15          0          0          0
       29         29          1         15          0          0          0
       30         30          1         15          0          0          0
       28         28          1         16          0          0          0
       28         28          1         16          1          0          0
       29         29          1         16          1          0          0
       29         29          1         16          0          0          0
       28         28          1         17          0          0          0
       28         28          1         18          0          0          0
       28         28          1         18          1          0          0
       29         29          1         18          1          0          0
       29         29          1         18          0          0          0
       30         30          1         18          0          0          0
       28         28          1         19          0          0          0
       29         29          1         19          0          0          0
       28         28          1         20          0          0          0
       29         29          1         20          0          0          0
       30         30          1         20          0          0          0
       28         28          1         22          0          0          0
       29         29          1         22          0          0          0
       30         30          1         22          0          0          0
       28         28          1         23          0          0          0
       29         29          1         23          0          0          0
       30         30          1         23          0          0          0
       28         28          1         24          0          0          0
       29         29          1         24          0          0          0
       28         28          1         25          0          0          0
       28         28          1         26          0          0          0
       29         29          1         26          0          0          0
       28         28          1         27          0          0          0
       28         28          1         28          0          0          0
       29         29          1         28          0          0          0
       30         30          1         28          0          0          0
       28         28          1         29          0          0          0
       29         29          1         29          0          0          0
       28         28          1         30          0          0          0
       28         28          1         30          1          0          0
       29         29          1         30          1          0          0
       29         29          1         30          0          0          0
       30         30          1         30          0          0          0
       28         28          1         31          0          0          0
       29         29          1         31          0          0          0
       30         30          1         31          0          0          0
       28         28          1         32          0          0          0
       28         28          1         33          0          0          0
       29         29          1         33          0          0          0
       28         28          1         34          0          0          0
       29         29          1         34          0          0          0
       28         28          1         35          0          0          0
       28         28          1         36          0          0          0
       29         29          1         36          0          0          0
       30         30          1         36          0          0          0
       28         28          1         37          0          0          0
       29         29          1         37          0          0          0
       28         28          1         38          0          0          0
       29         29          1         38          0          0          0
       30         30          1         38          0          0          0
       28         28          1         39          0          0          0
       29         29          1         39          0          0          0
       30         30          1         39          0          0          0
       28         28          1         40          0          0          0
       29         29          1         40          0          0          0
       30         30          1         40          0          0          0
       28         28          1         41          1          0          0
       28         28          1         41          0          0          0
       28         28          1         42          0          0          0
       29         29          1         42          0          0          0
       30         30          1         42          0          0          0
       28         28          1         43          0          0          0
       29         29          1         43          0          0          0
       28         28          1         44          0          0          0
       28         28          1         45          0          0          0
       29         29          1         45          0          0          0
       30         30          1         45          0          0          0
       28         28          1         46          0          0          0
       29         29          1         46          0          0          0
       30         30          1         46          0          0          0
       28         28          1         47          0          0          0
       28         28          1         48          0          0          0
       28         28          1         49          0          0          0
       28         28          1         50          0          0          0
       29         29          1         50          0          0          0
       28         28          1         51          0          0          0
       29         29          1         51          0          0          0
       30         30          1         51          0          0          0
       28         28          1         52          0          0          0
       29         29          1         52          0          0          0
       28         28          1         53          0          0          0
       29         29          1         53          0          0          0
       30         30          1         53          0          0          0
       28         28          1         54          0          0          0
       28         28          1         55          0          0          0
       29         29          1         55          0          0          0
       30         30          1         55          0          0          0
       28         28          1         56          0          0          0
       29         29          1         56          0          0          0
       28         28          1         57          0          0          0
       28         28          1         57          1          0          0
       28         28          1         58          0          0          0
       28         28          1         59          0          0          0
       29         29          1         59          0          0          0
       28         28          1         60          0          0          0
       29         29          1         60          0          0          0
       28         28          1         61          0          0          0
       29         29          1         61          0          0          0
       30         30          1         61          0          0          0
       28         28          1         62          0          0          0
       28         28          1         63          0          0          0
       29         29          1         63          0          0          0
       30         30          1         63          0          0          0
       28         28          1         64          0          0          0
       29         29          1         64          0          0          0
       28         28          1         65          0          0          0
       29         29          1         65          0          0          0
       28         28          1         67          0          0          0
       29         29          1         67          0          0          0
       28         28          1         68          0          0          0
       29         29          1         68          0          0          0
       28         28          1         69          0          0          0
       29         29          1         69          0          0          0
       30         30          1         69          0          0          0
       28         28          1         71          0          0          0
       28         28          1         71          1          0          0
       29         29          1         72          0          0          0
       29         29          1         73          0          0          0
       28         28          1         74          0          0          0
       28         28          1         75          0          0          0
       29         29          1         75          0          0          0
       30         30          1         75          0          0          0
       29         29          1         76          0          0          0
       28         28          1         77          0          0          0
       29         29          1         77          0          0          0
       30         30          1         77          0          0          0
       28         28          1         78          0          0          0
       29         29          1         78          0          0          0
       30         30          1         78          0          0          0
       28         28          1         79          0          0          0
       29         29          1         79          0          0          0
       30         30          1         79          0          0          0
       28         28          1         80          0          0          0
       29         29          1         80          0          0          0
       30         30          1         80          0          0          0
       28         28          1         82          0          0          0
       29         29          1         82          0          0          0
       30         30          1         82          0          0          0
       28         28          1         83          0          0          0
       29         29          1         83          0          0          0
       30         30          1         83          0          0          0
       28         28          1         84          0          0          0
       29         29          1         84          0          0          0
       30         30          1         84          0          0          0
       28         28          1         85          0          0          0
       29         29          1         85          0          0          0
       30         30          1         85          0          0          0
       28         28          1         86          0          0          0
       29         29          1         86          0          0          0
       30         30          1         86          0          0          0
       28         28          1         87          0          0          0
       29         29          1         87          0          0          0
       30         30          1         87          0          0          0
       28         28          1         88          0          0          0
       29         29          1         88          0          0          0
       30         30          1         88          0          0          0
       28         28          1         89          0          0          0
       29         29          1         89          0          0          0
       30         30          1         89          0          0          0
       28         28          1         90          0          0          0
       29         29          1         90          0          0          0
       30         30          1         90          0          0          0
       28         28          1         91          0          0          0
       29         29          1         91          0          0          0
       30         30          1         91          0          0          0
       28         28          1         92          0          0          0
       29         29          1         92          0          0          0
       30         30          1         92          0          0          0
       28         28          1         93          0          0          0
       29         29          1         93          0          0          0
       30         30          1         93          0          0          0
       28         28          1         94          0          0          0
       29         29          1         94          0          0          0
       30         30          1         94          0          0          0
       28         28          1         95          0          0          0
       29         29          1         95          0          0          0
       30         30          1         95          0          0          0
       30         30          6          2          0          0          0
       30         30          6          3          0          0          0
       30         30          6          4          0          0          0
       30         30          6          5          0          0          0
       30         30          6          8          0          0          0
       30         30          6         10          0          0          0
       30         30          6         11          0          0          0
       30         30          6         12          0          0          0
       30         30          6         13          0          0          0
       30         30          6         14          0          0          0
       30         30          6         15          0          0          0
       30         30          6         18          0          0          0
       30         30          6         20          0          0          0
       30         30          6         22          0          0          0
       30         30          6         23          0          0          0
       30         30          6         28          0          0          0
       30         30          6         30          0          0          0
       30         30          6         31          0          0          0
       30         30          6         36          0          0          0
       30         30          6         38          0          0          0
       30         30          6         39          0          0          0
       30         30          6         40          0          0          0
       30         30          6         42          0          0          0
       30         30          6         45          0          0          0
       30         30          6         46          0          0          0
       30         30          6         51          0          0          0
       30         30          6         53          0          0          0
       30         30          6         55          0          0          0
       30         30          6         61          0          0          0
       30         30          6         63          0          0          0
       30         30          6         69          0          0          0
       30         30          6         75          0          0          0
       30         30          6         77          0          0          0
       30         30          6         78          0          0          0
       30         30          6         79          0          0          0
       30         30          6         80          0          0          0
       30         30          6         82          0          0          0
       30         30          6         83          0          0          0
       30         30          6         84          0          0          0
       30         30          6         85          0          0          0
       30         30          6         86          0          0          0
       30         30          6         87          0          0          0
       30         30          6         88          0          0          0
       30         30          6         89          0          0          0
       30         30          6         90          0          0          0
       30         30          6         91          0          0          0
       30         30          6         92          0          0          0
       30         30          6         93          0          0          0
       30         30          6         94          0          0          0
       30         30          6         95          0          0          0
       28         28          7          2          0          0          0
       29         29          7          2          0          0          0
       28         28          7          3          0          0          0
       29         29          7          3          0          0          0
       28         28          7          4          0          0          0
       29         29          7          4          0          0          0
       28         28          7          5          0          0          0
       29         29          7          5          0          0          0
       28         28          7          6          0          0          0
       29         29          7          6          0          0          0
       28         28          7          8          0          0          0
       29         29          7          8          0          0          0
       28         28          7          9          0          0          0
       29         29          7          9          0          0          0
       28         28          7         10          0          0          0
       29         29          7         10          0          0          0
       28         28          7         11          0          0          0
       29         29          7         11          0          0          0
       28         28          7         12          0          0          0
       29         29          7         12          0          0          0
       28         28          7         13          0          0          0
       29         29          7         13          0          0          0
       28         28          7         14          0          0          0
       29         29          7         14          0          0          0
       28         28          7         15          0          0          0
       29         29          7         15          0          0          0
       28         28          7         16          0          0          0
       29         29          7         16          0          0          0
       28         28          7         17          0          0          0
       28         28          7         18          0          0          0
