30	30	0	1	0	0	0
30	30	0	2	0	0	0
31	31	0	2	0	0	0
30	30	0	4	0	0	0
31	31	0	4	0	0	0
31	31	1	2	0	0	0
32	32	1	2	0	0	0
33	33	1	2	0	0	0
34	34	1	2	0	0	0
31	31	1	4	0	0	0
32	32	1	4	0	0	0
33	33	1	4	0	0	0
34	34	1	4	0	0	0
12	12	3	0	0	0	0
13	13	3	0	0	0	0
14	14	3	0	0	0	0
15	15	3	0	0	0	0
12	12	3	1	0	0	0
13	13	3	1	0	0	0
14	14	3	1	0	0	0
15	15	3	1	0	0	0
12	12	3	2	0	0	0
13	13	3	2	0	0	0
14	14	3	2	0	0	0
15	15	3	2	0	0	0
12	12	3	4	0	0	0
13	13	3	4	0	0	0
14	14	3	4	0	0	0
15	15	3	4	0	0	0
40	40	4	2	0	0	0
41	41	4	2	0	0	0
42	42	4	2	0	0	0
43	43	4	2	0	0	0
28	28	5	6	0	0	0
29	29	5	6	0	0	0
30	30	5	6	0	0	0
31	31	5	6	0	0	0
28	28	5	7	0	0	0
29	29	5	7	0	0	0
30	30	5	7	0	0	0
28	28	5	8	0	0	0
29	29	5	8	0	0	0
30	30	5	8	0	0	0
31	31	5	8	0	0	0
36	36	8	6	0	0	0
37	37	8	6	0	0	0
38	38	8	6	0	0	0
39	39	8	6	0	0	0
30	30	9	10	0	0	0
31	31	9	10	0	0	0
32	32	9	10	0	0	0
33	33	9	10	0	0	0
30	30	9	11	0	0	0
31	31	9	11	0	0	0
32	32	9	11	0	0	0
33	33	9	11	0	0	0
31	31	12	13	0	0	0
32	32	12	13	0	0	0
33	33	12	13	0	0	0
34	34	12	13	0	0	0
31	31	12	14	0	0	0
32	32	12	14	0	0	0
33	33	12	14	0	0	0
34	34	12	14	0	0	0
31	31	12	15	0	0	0
32	32	12	15	0	0	0
33	33	12	15	0	0	0
34	34	12	15	0	0	0
30	30	16	17	0	0	0
31	31	16	17	0	0	0
32	32	16	17	0	0	0
33	33	16	17	0	0	0
30	30	16	18	0	0	0
31	31	16	18	0	0	0
32	32	16	18	0	0	0
33	33	16	18	0	0	0
30	30	16	19	0	0	0
31	31	16	19	0	0	0
32	32	16	19	0	0	0
33	33	16	19	0	0	0
30	30	16	20	0	0	0
31	31	16	20	0	0	0
32	32	16	20	0	0	0
33	33	16	20	0	0	0
29	29	21	22	0	0	0
30	30	21	22	0	0	0
31	31	21	22	0	0	0
32	32	21	22	0	0	0
29	29	21	23	0	0	0
30	30	21	23	0	0	0
31	31	21	23	0	0	0
32	32	21	23	0	0	0
29	29	21	24	0	0	0
30	30	21	24	0	0	0
31	31	21	24	0	0	0
32	32	21	24	0	0	0
31	31	25	26	0	0	0
32	32	25	26	0	0	0
33	33	25	26	0	0	0
34	34	25	26	0	0	0
31	31	25	27	0	0	0
32	32	25	27	0	0	0
33	33	25	27	0	0	0
34	34	25	27	0	0	0
31	31	25	28	0	0	0
32	32	25	28	0	0	0
33	33	25	28	0	0	0
34	34	25	28	0	0	0
30	30	29	30	0	0	0
31	31	29	30	0	0	0
32	32	29	30	0	0	0
33	33	29	30	0	0	0
30	30	29	31	0	0	0
31	31	29	31	0	0	0
32	32	29	31	0	0	0
33	33	29	31	0	0	0
30	30	32	33	0	0	0
31	31	32	33	0	0	0
32	32	32	33	0	0	0
33	33	32	33	0	0	0
30	30	32	34	0	0	0
31	31	32	34	0	0	0
32	32	32	34	0	0	0
33	33	32	34	0	0	0
30	30	32	35	0	0	0
31	31	32	35	0	0	0
32	32	32	35	0	0	0
33	33	32	35	0	0	0
30	30	32	36	0	0	0
31	31	32	36	0	0	0
32	32	32	36	0	0	0
33	33	32	36	0	0	0
29	29	37	38	0	0	0
30	30	37	38	0	0	0
31	31	37	38	0	0	0
32	32	37	38	0	0	0
29	29	37	39	0	0	0
30	30	37	39	0	0	0
31	31	37	39	0	0	0
32	32	37	39	0	0	0
29	29	37	40	0	0	0
30	30	37	40	0	0	0
31	31	37	40	0	0	0
32	32	37	40	0	0	0
29	29	37	41	0	0	0
30	30	37	41	0	0	0
31	31	37	41	0	0	0
32	32	37	41	0	0	0
29	29	42	43	0	0	0
30	30	42	43	0	0	0
31	31	42	43	0	0	0
32	32	42	43	0	0	0
29	29	42	44	0	0	0
30	30	42	44	0	0	0
31	31	42	44	0	0	0
32	32	42	44	0	0	0
29	29	42	45	0	0	0
30	30	42	45	0	0	0
31	31	42	45	0	0	0
32	32	42	45	0	0	0
29	29	46	47	0	0	0
30	30	46	47	0	0	0
31	31	46	47	0	0	0
32	32	46	47	0	0	0
29	29	46	48	0	0	0
30	30	46	48	0	0	0
31	31	46	48	0	0	0
32	32	46	48	0	0	0
29	29	46	49	0	0	0
30	30	46	49	0	0	0
31	31	46	49	0	0	0
32	32	46	49	0	0	0
30	30	50	51	0	0	0
31	31	50	51	0	0	0
32	32	50	51	0	0	0
33	33	50	51	0	0	0
30	30	50	52	0	0	0
31	31	50	52	0	0	0
32	32	50	52	0	0	0
33	33	50	52	0	0	0
30	30	50	53	0	0	0
31	31	50	53	0	0	0
32	32	50	53	0	0	0
33	33	50	53	0	0	0
30	30	54	55	0	0	0
31	31	54	55	0	0	0
32	32	54	55	0	0	0
33	33	54	55	0	0	0
30	30	54	56	0	0	0
31	31	54	56	0	0	0
32	32	54	56	0	0	0
33	33	54	56	0	0	0
30	30	54	57	0	0	0
31	31	54	57	0	0	0
32	32	54	57	0	0	0
33	33	54	57	0	0	0
29	29	58	59	0	0	0
30	30	58	59	0	0	0
31	31	58	59	0	0	0
32	32	58	59	0	0	0
29	29	58	60	0	0	0
30	30	58	60	0	0	0
31	31	58	60	0	0	0
32	32	58	60	0	0	0
29	29	58	61	0	0	0
30	30	58	61	0	0	0
31	31	58	61	0	0	0
32	32	58	61	0	0	0
37	37	59	60	0	0	0
38	38	59	60	0	0	0
39	39	59	60	0	0	0
40	40	59	60	0	0	0
37	37	59	61	0	0	0
38	38	59	61	0	0	0
39	39	59	61	0	0	0
40	40	59	61	0	0	0
31	31	62	63	0	0	0
32	32	62	63	0	0	0
33	33	62	63	0	0	0
34	34	62	63	0	0	0
31	31	62	64	0	0	0
32	32	62	64	0	0	0
33	33	62	64	0	0	0
34	34	62	64	0	0	0
31	31	62	65	0	0	0
32	32	62	65	0	0	0
33	33	62	65	0	0	0
34	34	62	65	0	0	0
35	35	63	65	0	0	0
36	36	63	65	0	0	0
37	37	63	65	0	0	0
38	38	63	65	0	0	0
