0	0	0	1	1	28	0	-1	1	0	0	1	0
1	0	0	1	1	31	0	-1	0	0	0	1	0
2	0	0	0	0	-1	0	-1	0	0	0	1	0
3	0	0	1	1	12	0	-1	0	0	0	1	0
4	0	0	1	1	40	0	-1	0	0	0	1	0
5	1	0	1	1	28	0	-1	1	0	0	1	0
6	1	0	0	0	-1	0	-1	0	0	0	1	0
7	1	0	1	1	31	0	-1	0	0	0	1	0
8	1	0	1	1	36	0	-1	0	0	0	1	0
9	2	0	1	1	30	0	-1	1	0	0	1	0
10	2	0	0	0	-1	0	-1	0	0	0	1	0
11	2	0	0	0	-1	0	-1	0	0	0	1	0
12	3	0	1	1	31	0	-1	1	0	0	1	0
13	3	0	0	0	-1	0	-1	0	0	0	1	0
14	3	0	0	0	-1	0	-1	0	0	0	1	0
15	3	0	0	0	-1	0	-1	0	0	0	1	0
16	4	0	1	1	30	0	-1	1	0	0	1	0
17	4	0	0	0	-1	0	-1	0	0	0	1	0
18	4	0	0	0	-1	0	-1	0	0	0	1	0
19	4	0	0	0	-1	0	-1	0	0	0	1	0
20	4	0	0	0	-1	0	-1	0	0	0	1	0
21	5	0	1	1	29	0	-1	1	0	0	1	0
22	5	0	0	0	-1	0	-1	0	0	0	1	0
23	5	0	0	0	-1	0	-1	0	0	0	1	0
24	5	0	0	0	-1	0	-1	0	0	0	1	0
25	6	0	1	1	31	0	-1	1	0	0	1	0
26	6	0	0	0	-1	0	-1	0	0	0	1	0
27	6	0	0	0	-1	0	-1	0	0	0	1	0
28	6	0	0	0	-1	0	-1	0	0	0	1	0
29	7	0	1	1	30	0	-1	1	0	0	1	0
30	7	0	0	0	-1	0	-1	0	0	0	1	0
31	7	0	0	0	-1	0	-1	0	0	0	1	0
32	8	0	1	1	30	0	-1	1	0	0	1	0
33	8	0	0	0	-1	0	-1	0	0	0	1	0
34	8	0	0	0	-1	0	-1	0	0	0	1	0
35	8	0	0	0	-1	0	-1	0	0	0	1	0
36	8	0	0	0	-1	0	-1	0	0	0	1	0
37	9	0	1	1	29	0	-1	1	0	0	1	0
